id,Product,Facility,Year,Season,Energy_Use_kWh,Water_Use_L,CO2_Emissions_kg,Waste_kg,Units_Produced,CO2_per_unit,Energy_per_unit,Water_per_unit,Waste_per_unit,Efficiency_Score,Product_Category
426,Cottage Cheese,Aarhus Plant,2022,Spring,1553,3671,146,30,528,0.28,2.94,6.95,0.06,2.35,Cheese Products
427,Cottage Cheese,Odense Plant,2022,Spring,1626,3843,153,32,531,0.29,3.06,7.24,0.06,2.31,Cheese Products
428,Cottage Cheese,Aalborg Plant,2022,Spring,1834,4335,172,36,576,0.3,3.18,7.53,0.06,2.26,Cheese Products
429,Ice Cream,Copenhagen Plant,2022,Spring,2483,4876,275,58,719,0.38,3.45,6.78,0.08,2.14,Cream Products
430,Ice Cream,Aarhus Plant,2022,Spring,2666,5238,295,62,740,0.4,3.6,7.08,0.08,2.08,Cream Products
431,Ice Cream,Odense Plant,2022,Spring,3030,5952,335,70,807,0.42,3.75,7.38,0.09,2.02,Cream Products
432,Ice Cream,Aalborg Plant,2022,Spring,3184,6254,352,74,816,0.43,3.9,7.66,0.09,1.97,Cream Products
433,Whole Milk,Copenhagen Plant,2022,Summer,2605,8840,167,23,1258,0.13,2.07,7.03,0.02,2.7,Milk Products
434,Whole Milk,Aarhus Plant,2022,Summer,2792,9474,180,25,1292,0.14,2.16,7.33,0.02,2.67,Milk Products
435,Whole Milk,Odense Plant,2022,Summer,3136,10640,202,28,1393,0.15,2.25,7.64,0.02,2.64,Milk Products
436,Whole Milk,Aalborg Plant,2022,Summer,3327,11288,214,30,1421,0.15,2.34,7.94,0.02,2.61,Milk Products
437,Skim Milk,Copenhagen Plant,2022,Summer,2427,8589,154,21,1157,0.13,2.1,7.42,0.02,2.69,Milk Products
438,Skim Milk,Aarhus Plant,2022,Summer,2911,10299,185,25,1329,0.14,2.19,7.75,0.02,2.66,Milk Products
439,Skim Milk,Odense Plant,2022,Summer,2596,9188,165,22,1138,0.14,2.28,8.07,0.02,2.63,Milk Products
440,Skim Milk,Aalborg Plant,2022,Summer,2638,9333,167,22,1112,0.15,2.37,8.39,0.02,2.6,Milk Products
441,Organic Milk,Copenhagen Plant,2022,Summer,2920,9582,192,26,925,0.21,3.16,10.36,0.03,2.31,Milk Products
442,Organic Milk,Aarhus Plant,2022,Summer,2936,9634,193,26,891,0.22,3.3,10.81,0.03,2.26,Milk Products
443,Organic Milk,Odense Plant,2022,Summer,3113,10216,204,27,907,0.22,3.43,11.26,0.03,2.22,Milk Products
444,Organic Milk,Aalborg Plant,2022,Summer,3199,10496,210,28,896,0.23,3.57,11.71,0.03,2.17,Milk Products
445,Cheddar Cheese,Copenhagen Plant,2022,Summer,2005,3828,255,41,390,0.65,5.14,9.82,0.11,1.48,Cheese Products
446,Cheddar Cheese,Aarhus Plant,2022,Summer,2267,4329,289,46,423,0.68,5.36,10.23,0.11,1.39,Cheese Products
447,Cheddar Cheese,Odense Plant,2022,Summer,2490,4753,317,51,446,0.71,5.58,10.66,0.11,1.31,Cheese Products
448,Cheddar Cheese,Aalborg Plant,2022,Summer,2444,4666,311,50,421,0.74,5.81,11.08,0.12,1.22,Cheese Products
449,Mozzarella Cheese,Copenhagen Plant,2022,Summer,1913,3644,241,38,431,0.56,4.44,8.45,0.09,1.75,Cheese Products
450,Mozzarella Cheese,Aarhus Plant,2022,Summer,2005,3819,253,40,433,0.58,4.63,8.82,0.09,1.68,Cheese Products
451,Mozzarella Cheese,Odense Plant,2022,Summer,2171,4136,274,43,450,0.61,4.82,9.19,0.1,1.6,Cheese Products
452,Mozzarella Cheese,Aalborg Plant,2022,Summer,2157,4108,272,43,430,0.63,5.02,9.55,0.1,1.53,Cheese Products
453,Blue Cheese,Copenhagen Plant,2022,Summer,2128,3990,284,49,280,1.01,7.6,14.25,0.18,0.51,Cheese Products
454,Blue Cheese,Aarhus Plant,2022,Summer,2628,4927,350,60,331,1.06,7.94,14.89,0.18,0.38,Cheese Products
455,Blue Cheese,Odense Plant,2022,Summer,2419,4535,322,55,292,1.1,8.28,15.53,0.19,0.25,Cheese Products
456,Blue Cheese,Aalborg Plant,2022,Summer,2852,5348,380,65,332,1.14,8.59,16.11,0.2,0.13,Cheese Products
457,Cream Cheese,Copenhagen Plant,2022,Summer,1809,3618,228,36,483,0.47,3.75,7.49,0.07,2.01,Cheese Products
458,Cream Cheese,Aarhus Plant,2022,Summer,1888,3776,239,38,483,0.49,3.91,7.82,0.08,1.95,Cheese Products
459,Cream Cheese,Odense Plant,2022,Summer,2052,4105,259,41,504,0.51,4.07,8.14,0.08,1.89,Cheese Products
460,Cream Cheese,Aalborg Plant,2022,Summer,2139,4279,270,43,505,0.53,4.24,8.47,0.09,1.82,Cheese Products
461,Greek Yogurt,Copenhagen Plant,2022,Summer,1649,6595,137,32,877,0.16,1.88,7.52,0.04,2.75,Yogurt Products
462,Greek Yogurt,Aarhus Plant,2022,Summer,1798,7193,150,35,917,0.16,1.96,7.84,0.04,2.72,Yogurt Products
463,Greek Yogurt,Odense Plant,2022,Summer,1936,7745,161,38,947,0.17,2.04,8.18,0.04,2.69,Yogurt Products
464,Greek Yogurt,Aalborg Plant,2022,Summer,2052,8208,171,40,965,0.18,2.13,8.51,0.04,2.66,Yogurt Products
465,Regular Yogurt,Copenhagen Plant,2022,Summer,1669,7094,141,31,1081,0.13,1.54,6.56,0.03,2.88,Yogurt Products
466,Regular Yogurt,Aarhus Plant,2022,Summer,1537,6532,130,29,954,0.14,1.61,6.85,0.03,2.85,Yogurt Products
467,Regular Yogurt,Odense Plant,2022,Summer,1590,6760,134,30,948,0.14,1.68,7.13,0.03,2.83,Yogurt Products
468,Regular Yogurt,Aalborg Plant,2022,Summer,1788,7600,151,34,1025,0.15,1.74,7.41,0.03,2.8,Yogurt Products
469,Flavored Yogurt,Copenhagen Plant,2022,Summer,1847,7388,153,35,1046,0.15,1.77,7.06,0.03,2.79,Yogurt Products
470,Flavored Yogurt,Aarhus Plant,2022,Summer,1818,7271,151,34,987,0.15,1.84,7.37,0.03,2.77,Yogurt Products
471,Flavored Yogurt,Odense Plant,2022,Summer,1827,7306,151,34,952,0.16,1.92,7.67,0.04,2.74,Yogurt Products
472,Flavored Yogurt,Aalborg Plant,2022,Summer,1754,7016,145,33,879,0.16,2.0,7.98,0.04,2.71,Yogurt Products
473,Salted Butter,Copenhagen Plant,2022,Summer,1479,2004,200,27,344,0.58,4.3,5.83,0.08,1.79,Butter Products
474,Salted Butter,Aarhus Plant,2022,Summer,1704,2308,231,31,380,0.61,4.48,6.07,0.08,1.72,Butter Products
475,Salted Butter,Odense Plant,2022,Summer,1548,2097,210,28,331,0.63,4.68,6.34,0.08,1.65,Butter Products
476,Salted Butter,Aalborg Plant,2022,Summer,1634,2214,221,30,336,0.66,4.86,6.59,0.09,1.57,Butter Products
477,Unsalted Butter,Copenhagen Plant,2022,Summer,1339,1785,183,23,342,0.54,3.92,5.22,0.07,1.93,Butter Products
478,Unsalted Butter,Aarhus Plant,2022,Summer,1515,2020,207,26,371,0.56,4.08,5.44,0.07,1.87,Butter Products
479,Unsalted Butter,Odense Plant,2022,Summer,1579,2106,216,27,371,0.58,4.26,5.68,0.07,1.81,Butter Products
480,Unsalted Butter,Aalborg Plant,2022,Summer,1705,2274,233,30,385,0.61,4.43,5.91,0.08,1.74,Butter Products
481,Heavy Cream,Copenhagen Plant,2022,Summer,1288,3004,139,24,628,0.22,2.05,4.78,0.04,2.67,Cream Products
482,Heavy Cream,Aarhus Plant,2022,Summer,1344,3136,146,25,629,0.23,2.14,4.99,0.04,2.64,Cream Products
483,Heavy Cream,Odense Plant,2022,Summer,1380,3221,150,25,620,0.24,2.23,5.2,0.04,2.61,Cream Products
484,Heavy Cream,Aalborg Plant,2022,Summer,1221,2850,132,22,527,0.25,2.32,5.41,0.04,2.57,Cream Products
485,Light Cream,Copenhagen Plant,2022,Summer,1146,2709,125,21,681,0.18,1.68,3.98,0.03,2.81,Cream Products
486,Light Cream,Aarhus Plant,2022,Summer,1126,2662,123,20,641,0.19,1.76,4.15,0.03,2.78,Cream Products
487,Light Cream,Odense Plant,2022,Summer,1099,2598,120,20,601,0.2,1.83,4.32,0.03,2.76,Cream Products
488,Light Cream,Aalborg Plant,2022,Summer,1328,3138,145,24,698,0.21,1.9,4.5,0.03,2.73,Cream Products
489,Whipping Cream,Copenhagen Plant,2022,Summer,1229,2742,128,22,522,0.25,2.35,5.25,0.04,2.56,Cream Products
490,Whipping Cream,Aarhus Plant,2022,Summer,1450,3234,151,26,590,0.26,2.46,5.48,0.04,2.52,Cream Products
491,Whipping Cream,Odense Plant,2022,Summer,1321,2947,137,23,516,0.27,2.56,5.71,0.04,2.49,Cream Products
492,Whipping Cream,Aalborg Plant,2022,Summer,1567,3495,163,28,588,0.28,2.66,5.94,0.05,2.45,Cream Products
493,Sour Cream,Copenhagen Plant,2022,Summer,1272,2907,127,23,471,0.27,2.7,6.17,0.05,2.44,Cream Products
494,Sour Cream,Aarhus Plant,2022,Summer,1429,3267,143,26,507,0.28,2.82,6.44,0.05,2.39,Cream Products
495,Sour Cream,Odense Plant,2022,Summer,1454,3322,145,26,495,0.29,2.94,6.71,0.05,2.35,Cream Products
496,Sour Cream,Aalborg Plant,2022,Summer,1616,3693,162,29,529,0.31,3.05,6.98,0.05,2.31,Cream Products
497,Cottage Cheese,Copenhagen Plant,2022,Summer,1517,3586,143,29,538,0.27,2.82,6.67,0.05,2.4,Cheese Products
498,Cottage Cheese,Aarhus Plant,2022,Summer,1530,3617,144,30,521,0.28,2.94,6.94,0.06,2.35,Cheese Products
499,Cottage Cheese,Odense Plant,2022,Summer,1910,4514,179,37,624,0.29,3.06,7.23,0.06,2.31,Cheese Products
500,Cottage Cheese,Aalborg Plant,2022,Summer,1880,4444,177,36,590,0.3,3.19,7.53,0.06,2.26,Cheese Products
501,Ice Cream,Copenhagen Plant,2022,Summer,2801,5503,310,65,811,0.38,3.45,6.79,0.08,2.14,Cream Products
502,Ice Cream,Aarhus Plant,2022,Summer,2599,5105,288,60,721,0.4,3.6,7.08,0.08,2.08,Cream Products
503,Ice Cream,Odense Plant,2022,Summer,2917,5731,323,68,777,0.42,3.75,7.38,0.09,2.02,Cream Products
504,Ice Cream,Aalborg Plant,2022,Summer,3287,6456,364,76,842,0.43,3.9,7.67,0.09,1.97,Cream Products
505,Whole Milk,Copenhagen Plant,2022,Autumn,2322,7879,149,21,1121,0.13,2.07,7.03,0.02,2.7,Milk Products
506,Whole Milk,Aarhus Plant,2022,Autumn,2236,7588,144,20,1035,0.14,2.16,7.33,0.02,2.67,Milk Products
507,Whole Milk,Odense Plant,2022,Autumn,2753,9342,177,25,1223,0.14,2.25,7.64,0.02,2.64,Milk Products
508,Whole Milk,Aalborg Plant,2022,Autumn,2493,8458,160,22,1064,0.15,2.34,7.95,0.02,2.61,Milk Products
509,Skim Milk,Copenhagen Plant,2022,Autumn,2012,7121,128,17,959,0.13,2.1,7.43,0.02,2.69,Milk Products
510,Skim Milk,Aarhus Plant,2022,Autumn,2360,8350,150,20,1078,0.14,2.19,7.75,0.02,2.66,Milk Products
511,Skim Milk,Odense Plant,2022,Autumn,2197,7775,139,19,963,0.14,2.28,8.07,0.02,2.63,Milk Products
512,Skim Milk,Aalborg Plant,2022,Autumn,2538,8981,161,21,1070,0.15,2.37,8.39,0.02,2.6,Milk Products
513,Organic Milk,Copenhagen Plant,2022,Autumn,2774,9102,182,24,879,0.21,3.16,10.35,0.03,2.31,Milk Products
514,Organic Milk,Aarhus Plant,2022,Autumn,2793,9163,183,24,848,0.22,3.29,10.81,0.03,2.26,Milk Products
515,Organic Milk,Odense Plant,2022,Autumn,3068,10067,201,27,894,0.22,3.43,11.26,0.03,2.22,Milk Products
516,Organic Milk,Aalborg Plant,2022,Autumn,3010,9878,198,26,844,0.23,3.57,11.7,0.03,2.17,Milk Products
517,Cheddar Cheese,Copenhagen Plant,2022,Autumn,1773,3385,226,36,345,0.66,5.14,9.81,0.1,1.48,Cheese Products
518,Cheddar Cheese,Aarhus Plant,2022,Autumn,2079,3969,265,43,388,0.68,5.36,10.23,0.11,1.39,Cheese Products
519,Cheddar Cheese,Odense Plant,2022,Autumn,1913,3652,243,39,342,0.71,5.59,10.68,0.11,1.31,Cheese Products
520,Cheddar Cheese,Aalborg Plant,2022,Autumn,2026,3868,258,41,349,0.74,5.81,11.08,0.12,1.22,Cheese Products
521,Mozzarella Cheese,Copenhagen Plant,2022,Autumn,1905,3629,240,38,429,0.56,4.44,8.46,0.09,1.75,Cheese Products
522,Mozzarella Cheese,Aarhus Plant,2022,Autumn,1763,3358,222,35,381,0.58,4.63,8.81,0.09,1.68,Cheese Products
523,Mozzarella Cheese,Odense Plant,2022,Autumn,1946,3706,246,39,403,0.61,4.83,9.2,0.1,1.6,Cheese Products
524,Mozzarella Cheese,Aalborg Plant,2022,Autumn,1851,3526,234,37,369,0.63,5.02,9.56,0.1,1.53,Cheese Products
525,Blue Cheese,Copenhagen Plant,2022,Autumn,2089,3916,278,48,274,1.01,7.62,14.29,0.18,0.51,Cheese Products
526,Blue Cheese,Aarhus Plant,2022,Autumn,1964,3683,262,45,247,1.06,7.95,14.91,0.18,0.38,Cheese Products
527,Blue Cheese,Odense Plant,2022,Autumn,2032,3810,271,47,246,1.1,8.26,15.49,0.19,0.26,Cheese Products
528,Blue Cheese,Aalborg Plant,2022,Autumn,2228,4178,297,51,259,1.15,8.6,16.13,0.2,0.13,Cheese Products
529,Cream Cheese,Copenhagen Plant,2022,Autumn,1574,3147,199,31,420,0.47,3.75,7.49,0.07,2.01,Cheese Products
530,Cream Cheese,Aarhus Plant,2022,Autumn,1587,3174,200,32,406,0.49,3.91,7.82,0.08,1.95,Cheese Products
531,Cream Cheese,Odense Plant,2022,Autumn,1637,3274,207,33,402,0.51,4.07,8.14,0.08,1.89,Cheese Products
532,Cream Cheese,Aalborg Plant,2022,Autumn,1858,3715,235,37,438,0.54,4.24,8.48,0.08,1.82,Cheese Products
533,Greek Yogurt,Copenhagen Plant,2022,Autumn,1408,5632,117,27,749,0.16,1.88,7.52,0.04,2.75,Yogurt Products
534,Greek Yogurt,Aarhus Plant,2022,Autumn,1689,6754,141,33,861,0.16,1.96,7.84,0.04,2.72,Yogurt Products
535,Greek Yogurt,Odense Plant,2022,Autumn,1742,6968,145,34,852,0.17,2.04,8.18,0.04,2.69,Yogurt Products
536,Greek Yogurt,Aalborg Plant,2022,Autumn,1666,6666,139,32,784,0.18,2.12,8.5,0.04,2.66,Yogurt Products
537,Regular Yogurt,Copenhagen Plant,2022,Autumn,1277,5427,108,24,827,0.13,1.54,6.56,0.03,2.88,Yogurt Products
538,Regular Yogurt,Aarhus Plant,2022,Autumn,1339,5691,113,25,831,0.14,1.61,6.85,0.03,2.85,Yogurt Products
539,Regular Yogurt,Odense Plant,2022,Autumn,1577,6704,133,30,940,0.14,1.68,7.13,0.03,2.83,Yogurt Products
540,Regular Yogurt,Aalborg Plant,2022,Autumn,1388,5897,117,26,795,0.15,1.75,7.42,0.03,2.8,Yogurt Products
541,Flavored Yogurt,Copenhagen Plant,2022,Autumn,1573,6294,130,30,891,0.15,1.77,7.06,0.03,2.79,Yogurt Products
542,Flavored Yogurt,Aarhus Plant,2022,Autumn,1685,6739,140,32,914,0.15,1.84,7.37,0.04,2.77,Yogurt Products
543,Flavored Yogurt,Odense Plant,2022,Autumn,1661,6643,138,31,865,0.16,1.92,7.68,0.04,2.74,Yogurt Products
544,Flavored Yogurt,Aalborg Plant,2022,Autumn,1650,6601,137,31,827,0.17,2.0,7.98,0.04,2.71,Yogurt Products
545,Salted Butter,Copenhagen Plant,2022,Autumn,1317,1784,178,24,306,0.58,4.3,5.83,0.08,1.79,Butter Products
546,Salted Butter,Aarhus Plant,2022,Autumn,1461,1980,198,26,326,0.61,4.48,6.07,0.08,1.72,Butter Products
547,Salted Butter,Odense Plant,2022,Autumn,1411,1911,191,25,302,0.63,4.67,6.33,0.08,1.65,Butter Products
548,Salted Butter,Aalborg Plant,2022,Autumn,1523,2064,206,28,313,0.66,4.87,6.59,0.09,1.57,Butter Products
549,Unsalted Butter,Copenhagen Plant,2022,Autumn,1361,1815,186,24,347,0.54,3.92,5.23,0.07,1.93,Butter Products
550,Unsalted Butter,Aarhus Plant,2022,Autumn,1251,1668,171,22,306,0.56,4.09,5.45,0.07,1.87,Butter Products
551,Unsalted Butter,Odense Plant,2022,Autumn,1454,1938,199,25,341,0.58,4.26,5.68,0.07,1.81,Butter Products
552,Unsalted Butter,Aalborg Plant,2022,Autumn,1471,1961,201,25,332,0.61,4.43,5.91,0.08,1.74,Butter Products
553,Heavy Cream,Copenhagen Plant,2022,Autumn,983,2294,107,18,480,0.22,2.05,4.78,0.04,2.67,Cream Products
554,Heavy Cream,Aarhus Plant,2022,Autumn,1087,2536,118,20,508,0.23,2.14,4.99,0.04,2.64,Cream Products
555,Heavy Cream,Odense Plant,2022,Autumn,1068,2493,116,20,480,0.24,2.22,5.19,0.04,2.61,Cream Products
556,Heavy Cream,Aalborg Plant,2022,Autumn,1199,2799,130,22,518,0.25,2.31,5.4,0.04,2.58,Cream Products
557,Light Cream,Copenhagen Plant,2022,Autumn,931,2201,102,17,553,0.18,1.68,3.98,0.03,2.81,Cream Products
558,Light Cream,Aarhus Plant,2022,Autumn,891,2106,97,16,507,0.19,1.76,4.15,0.03,2.78,Cream Products
559,Light Cream,Odense Plant,2022,Autumn,964,2279,105,18,527,0.2,1.83,4.32,0.03,2.76,Cream Products
560,Light Cream,Aalborg Plant,2022,Autumn,1084,2562,118,20,570,0.21,1.9,4.49,0.04,2.73,Cream Products
561,Whipping Cream,Copenhagen Plant,2022,Autumn,1165,2599,121,21,495,0.24,2.35,5.25,0.04,2.57,Cream Products
562,Whipping Cream,Aarhus Plant,2022,Autumn,1080,2410,112,19,440,0.25,2.45,5.48,0.04,2.53,Cream Products
563,Whipping Cream,Odense Plant,2022,Autumn,1198,2672,124,21,468,0.26,2.56,5.71,0.04,2.49,Cream Products
564,Whipping Cream,Aalborg Plant,2022,Autumn,1120,2498,116,20,421,0.28,2.66,5.93,0.05,2.45,Cream Products
565,Sour Cream,Copenhagen Plant,2022,Autumn,1180,2696,118,21,437,0.27,2.7,6.17,0.05,2.44,Cream Products
566,Sour Cream,Aarhus Plant,2022,Autumn,1282,2930,128,23,455,0.28,2.82,6.44,0.05,2.39,Cream Products
567,Sour Cream,Odense Plant,2022,Autumn,1263,2887,126,23,430,0.29,2.94,6.71,0.05,2.35,Cream Products
568,Sour Cream,Aalborg Plant,2022,Autumn,1302,2976,130,23,426,0.31,3.06,6.99,0.05,2.3,Cream Products
569,Cottage Cheese,Copenhagen Plant,2022,Autumn,1529,3614,144,30,543,0.27,2.82,6.66,0.06,2.39,Cheese Products
570,Cottage Cheese,Aarhus Plant,2022,Autumn,1582,3740,149,31,538,0.28,2.94,6.95,0.06,2.35,Cheese Products
571,Cottage Cheese,Odense Plant,2022,Autumn,1386,3277,130,27,453,0.29,3.06,7.23,0.06,2.31,Cheese Products
572,Cottage Cheese,Aalborg Plant,2022,Autumn,1424,3365,134,28,447,0.3,3.19,7.53,0.06,2.26,Cheese Products
573,Ice Cream,Copenhagen Plant,2022,Autumn,2299,4515,254,53,666,0.38,3.45,6.78,0.08,2.14,Cream Products
574,Ice Cream,Aarhus Plant,2022,Autumn,2679,5262,297,62,744,0.4,3.6,7.07,0.08,2.08,Cream Products
575,Ice Cream,Odense Plant,2022,Autumn,2576,5059,285,60,686,0.42,3.76,7.37,0.09,2.02,Cream Products
576,Ice Cream,Aalborg Plant,2022,Autumn,2467,4846,273,57,632,0.43,3.9,7.67,0.09,1.97,Cream Products
577,Whole Milk,Copenhagen Plant,2023,Winter,2566,8707,165,23,1286,0.13,2.0,6.77,0.02,2.73,Milk Products
578,Whole Milk,Aarhus Plant,2023,Winter,2522,8558,162,23,1211,0.13,2.08,7.07,0.02,2.7,Milk Products
579,Whole Milk,Odense Plant,2023,Winter,2379,8072,153,21,1096,0.14,2.17,7.36,0.02,2.67,Milk Products
580,Whole Milk,Aalborg Plant,2023,Winter,2689,9125,173,24,1192,0.15,2.26,7.66,0.02,2.63,Milk Products
581,Skim Milk,Copenhagen Plant,2023,Winter,2257,7987,143,19,1116,0.13,2.02,7.16,0.02,2.72,Milk Products
582,Skim Milk,Aarhus Plant,2023,Winter,2347,8303,149,20,1112,0.13,2.11,7.47,0.02,2.69,Milk Products
583,Skim Milk,Odense Plant,2023,Winter,2318,8201,147,20,1054,0.14,2.2,7.78,0.02,2.66,Milk Products
584,Skim Milk,Aalborg Plant,2023,Winter,2393,8466,152,20,1047,0.15,2.29,8.09,0.02,2.62,Milk Products
585,Organic Milk,Copenhagen Plant,2023,Winter,2534,8314,166,22,833,0.2,3.04,9.98,0.03,2.35,Milk Products
586,Organic Milk,Aarhus Plant,2023,Winter,2770,9088,182,24,872,0.21,3.18,10.42,0.03,2.3,Milk Products
587,Organic Milk,Odense Plant,2023,Winter,3220,10567,211,28,974,0.22,3.31,10.85,0.03,2.26,Milk Products
588,Organic Milk,Aalborg Plant,2023,Winter,2899,9512,190,25,843,0.23,3.44,11.28,0.03,2.21,Milk Products
589,Cheddar Cheese,Copenhagen Plant,2023,Winter,1919,3664,244,39,387,0.63,4.96,9.47,0.1,1.55,Cheese Products
590,Cheddar Cheese,Aarhus Plant,2023,Winter,1961,3744,250,40,379,0.66,5.17,9.88,0.11,1.46,Cheese Products
591,Cheddar Cheese,Odense Plant,2023,Winter,2050,3913,261,42,381,0.69,5.38,10.27,0.11,1.38,Cheese Products
592,Cheddar Cheese,Aalborg Plant,2023,Winter,2248,4291,286,46,401,0.71,5.61,10.7,0.11,1.3,Cheese Products
593,Mozzarella Cheese,Copenhagen Plant,2023,Winter,1766,3363,223,35,413,0.54,4.28,8.14,0.08,1.81,Cheese Products
594,Mozzarella Cheese,Aarhus Plant,2023,Winter,1707,3251,215,34,382,0.56,4.47,8.51,0.09,1.74,Cheese Products
595,Mozzarella Cheese,Odense Plant,2023,Winter,2048,3901,258,41,440,0.59,4.65,8.87,0.09,1.67,Cheese Products
596,Mozzarella Cheese,Aalborg Plant,2023,Winter,1907,3633,241,38,394,0.61,4.84,9.22,0.1,1.59,Cheese Products
597,Blue Cheese,Copenhagen Plant,2023,Winter,2195,4116,293,50,299,0.98,7.34,13.77,0.17,0.61,Cheese Products
598,Blue Cheese,Aarhus Plant,2023,Winter,2037,3819,272,47,266,1.02,7.66,14.36,0.18,0.49,Cheese Products
599,Blue Cheese,Odense Plant,2023,Winter,2289,4293,305,52,287,1.06,7.98,14.96,0.18,0.37,Cheese Products
600,Blue Cheese,Aalborg Plant,2023,Winter,2186,4100,292,50,264,1.11,8.28,15.53,0.19,0.25,Cheese Products
601,Cream Cheese,Copenhagen Plant,2023,Winter,1516,3033,192,30,420,0.46,3.61,7.22,0.07,2.06,Cheese Products
602,Cream Cheese,Aarhus Plant,2023,Winter,1859,3718,235,37,493,0.48,3.77,7.54,0.08,2.0,Cheese Products
603,Cream Cheese,Odense Plant,2023,Winter,1866,3732,236,37,475,0.5,3.93,7.86,0.08,1.94,Cheese Products
604,Cream Cheese,Aalborg Plant,2023,Winter,1719,3438,217,34,421,0.52,4.08,8.17,0.08,1.88,Cheese Products
605,Greek Yogurt,Copenhagen Plant,2023,Winter,1678,6714,140,33,926,0.15,1.81,7.25,0.04,2.78,Yogurt Products
606,Greek Yogurt,Aarhus Plant,2023,Winter,1749,6994,146,34,925,0.16,1.89,7.56,0.04,2.75,Yogurt Products
607,Greek Yogurt,Odense Plant,2023,Winter,1575,6302,131,31,800,0.16,1.97,7.88,0.04,2.72,Yogurt Products
608,Greek Yogurt,Aalborg Plant,2023,Winter,1831,7323,153,36,894,0.17,2.05,8.19,0.04,2.69,Yogurt Products
609,Regular Yogurt,Copenhagen Plant,2023,Winter,1419,6030,120,27,953,0.13,1.49,6.33,0.03,2.89,Yogurt Products
610,Regular Yogurt,Aarhus Plant,2023,Winter,1345,5714,113,25,866,0.13,1.55,6.6,0.03,2.87,Yogurt Products
611,Regular Yogurt,Odense Plant,2023,Winter,1481,6292,125,28,915,0.14,1.62,6.88,0.03,2.85,Yogurt Products
612,Regular Yogurt,Aalborg Plant,2023,Winter,1648,7003,139,31,980,0.14,1.68,7.15,0.03,2.83,Yogurt Products
613,Flavored Yogurt,Copenhagen Plant,2023,Winter,1520,6079,126,29,893,0.14,1.7,6.81,0.03,2.82,Yogurt Products
614,Flavored Yogurt,Aarhus Plant,2023,Winter,1649,6597,137,31,929,0.15,1.78,7.1,0.03,2.79,Yogurt Products
615,Flavored Yogurt,Odense Plant,2023,Winter,1639,6556,136,31,886,0.15,1.85,7.4,0.03,2.77,Yogurt Products
616,Flavored Yogurt,Aalborg Plant,2023,Winter,1856,7424,154,35,965,0.16,1.92,7.69,0.04,2.74,Yogurt Products
617,Salted Butter,Copenhagen Plant,2023,Winter,1262,1710,171,23,305,0.56,4.14,5.61,0.08,1.85,Butter Products
618,Salted Butter,Aarhus Plant,2023,Winter,1409,1909,191,25,326,0.59,4.32,5.86,0.08,1.78,Butter Products
619,Salted Butter,Odense Plant,2023,Winter,1352,1832,183,24,300,0.61,4.51,6.11,0.08,1.71,Butter Products
620,Salted Butter,Aalborg Plant,2023,Winter,1604,2173,217,29,342,0.63,4.69,6.35,0.08,1.64,Butter Products
621,Unsalted Butter,Copenhagen Plant,2023,Winter,1408,1878,192,24,373,0.51,3.77,5.03,0.06,2.0,Butter Products
622,Unsalted Butter,Aarhus Plant,2023,Winter,1297,1730,177,22,329,0.54,3.94,5.26,0.07,1.93,Butter Products
623,Unsalted Butter,Odense Plant,2023,Winter,1456,1941,199,25,355,0.56,4.1,5.47,0.07,1.87,Butter Products
624,Unsalted Butter,Aalborg Plant,2023,Winter,1375,1834,188,24,322,0.58,4.27,5.7,0.07,1.8,Butter Products
625,Heavy Cream,Copenhagen Plant,2023,Winter,980,2286,106,18,496,0.21,1.98,4.61,0.04,2.7,Cream Products
626,Heavy Cream,Aarhus Plant,2023,Winter,1067,2491,116,20,518,0.22,2.06,4.81,0.04,2.67,Cream Products
627,Heavy Cream,Odense Plant,2023,Winter,1023,2386,111,19,476,0.23,2.15,5.01,0.04,2.64,Cream Products
628,Heavy Cream,Aalborg Plant,2023,Winter,1156,2698,125,21,518,0.24,2.23,5.21,0.04,2.61,Cream Products
629,Light Cream,Copenhagen Plant,2023,Winter,871,2058,95,16,537,0.18,1.62,3.83,0.03,2.83,Cream Products
630,Light Cream,Aarhus Plant,2023,Winter,908,2146,99,17,536,0.18,1.69,4.0,0.03,2.81,Cream Products
631,Light Cream,Odense Plant,2023,Winter,970,2292,106,18,550,0.19,1.76,4.17,0.03,2.78,Cream Products
632,Light Cream,Aalborg Plant,2023,Winter,1109,2622,121,20,605,0.2,1.83,4.33,0.03,2.76,Cream Products
633,Whipping Cream,Copenhagen Plant,2023,Winter,1193,2661,124,21,525,0.24,2.27,5.07,0.04,2.59,Cream Products
634,Whipping Cream,Aarhus Plant,2023,Winter,1274,2841,132,23,538,0.25,2.37,5.28,0.04,2.56,Cream Products
635,Whipping Cream,Odense Plant,2023,Winter,1176,2624,122,21,477,0.26,2.47,5.5,0.04,2.52,Cream Products
636,Whipping Cream,Aalborg Plant,2023,Winter,1210,2698,126,21,471,0.27,2.57,5.73,0.04,2.48,Cream Products
637,Sour Cream,Copenhagen Plant,2023,Winter,1197,2737,120,21,460,0.26,2.6,5.95,0.05,2.47,Cream Products
638,Sour Cream,Aarhus Plant,2023,Winter,1308,2991,131,23,482,0.27,2.71,6.21,0.05,2.43,Cream Products
